year,session,subject_id,question_number,common_question,question_text,answer,high_correct,low_correct,high_diff,low_diff,censored,diff_compare
2019,2,2-3,41,False,,3,9,3,Easy,Hard,0,Low>High
2019,2,2-3,42,False,,5,3,0,Hard,Hard,0,Low≈High
2019,2,2-3,43,False,,5,11,11,Easy,Easy,0,Low≈High
2019,2,2-3,44,False,,4,11,10,Easy,Easy,0,Low≈High
2019,2,2-3,45,False,<자료(비공개)>,5,1,2,Hard,Hard,1,Low≈High
2019,2,2-3,46,False,,2,11,9,Easy,Easy,0,Low≈High
2019,2,2-3,47,False,,4,10,8,Easy,Medium,0,Low≈High
2019,2,2-3,48,False,,5,4,1,Hard,Hard,0,Low≈High
2019,2,2-3,49,False,,1,10,7,Easy,Medium,0,Low≈High
2019,2,2-3,50,False,,4,11,8,Easy,Medium,0,Low≈High
2019,2,2-3,51,False,,2,11,11,Easy,Easy,0,Low≈High
2019,2,2-3,52,False,,1,11,6,Easy,Medium,0,Low>High
2019,2,2-3,53,True,<자료(비공개)>,5,11,9,Easy,Easy,1,Low≈High
2019,2,2-3,54,True,<자료(비공개)>,2,1,1,Hard,Hard,1,Low≈High
2019,2,2-4,55,False,,5,10,10,Easy,Easy,0,Low≈High
2019,2,2-4,56,False,,4,11,10,Easy,Easy,0,Low≈High
2019,2,2-4,57,False,,5,11,11,Easy,Easy,0,Low≈High
2019,2,2-4,58,False,,5,9,7,Easy,Medium,0,Low≈High
2019,2,2-4,59,False,,2,11,11,Easy,Easy,0,Low≈High
2019,2,2-4,60,False,,3,4,4,Hard,Hard,0,Low≈High
2019,2,2-4,61,False,,5,11,8,Easy,Medium,0,Low≈High
2019,2,2-4,62,False,,5,11,11,Easy,Easy,0,Low≈High
2019,2,2-4,63,False,,1,10,11,Easy,Easy,0,Low≈High
2019,2,2-4,64,False,,4,11,9,Easy,Easy,0,Low≈High
2019,2,2-4,65,False,,5,11,11,Easy,Easy,0,Low≈High
2019,2,2-4,66,False,,2,11,11,Easy,Easy,0,Low≈High
2019,2,2-4,67,False,,5,11,5,Easy,Medium,0,Low>High
2019,2,2-4,68,False,,1,10,4,Easy,Hard,0,Low>High
2019,2,2-4,69,False,,1,11,9,Easy,Easy,0,Low≈High
2019,2,2-4,70,False,,4,4,6,Hard,Medium,0,Low≈High
2019,2,2-4,71,True,,2,7,6,Medium,Medium,0,Low≈High
2019,2,2-4,72,True,,5,10,11,Easy,Easy,0,Low≈High
2019,2,2-5,73,False,,3,11,8,Easy,Medium,0,Low≈High
2019,2,2-5,74,False,,1,11,11,Easy,Easy,0,Low≈High
2019,2,2-5,75,False,,4,10,10,Easy,Easy,0,Low≈High
2019,2,2-5,76,False,,1,11,9,Easy,Easy,0,Low≈High
2019,2,2-5,77,False,,5,10,8,Easy,Medium,0,Low≈High
2019,2,2-5,78,False,,4,11,10,Easy,Easy,0,Low≈High
2019,2,2-5,79,False,,5,11,6,Easy,Medium,0,Low>High
2019,2,2-5,80,False,,5,11,4,Easy,Hard,0,Low>High
2019,2,2-5,81,False,,5,10,8,Easy,Medium,0,Low≈High
2019,2,2-5,82,False,,5,4,2,Hard,Hard,0,Low≈High
2019,2,2-5,83,False,,4,11,11,Easy,Easy,0,Low≈High
2019,2,2-5,84,False,,2,11,7,Easy,Medium,0,Low>High
2019,2,2-5,85,False,,2,11,8,Easy,Medium,0,Low≈High
2019,2,2-5,86,False,,3,11,11,Easy,Easy,0,Low≈High
2019,2,2-5,87,False,,2,11,7,Easy,Medium,0,Low>High
2019,2,2-5,88,False,,2,10,6,Easy,Medium,0,Low>High
2019,2,2-5,89,True,,3,10,6,Easy,Medium,0,Low>High
2019,2,2-5,90,True,,3,0,3,Hard,Hard,0,Low≈High
2019,3,3-1,1,False,,5,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,2,False,,2,11,3,Easy,Hard,0,Low>High
2019,3,3-1,3,False,,4,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,4,False,,5,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,5,False,,1,9,6,Easy,Medium,0,Low≈High
2019,3,3-1,6,False,,3,10,7,Easy,Medium,0,Low≈High
2019,3,3-1,7,False,,2,11,9,Easy,Easy,0,Low≈High
2019,3,3-1,8,False,,5,10,8,Easy,Medium,0,Low≈High
2019,3,3-1,9,False,,5,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,10,False,,1,11,7,Easy,Medium,0,Low>High
2019,3,3-1,11,False,,4,3,2,Hard,Hard,0,Low≈High
2019,3,3-1,12,True,,4,9,8,Easy,Medium,0,Low≈High
2019,3,3-1,13,True,,5,9,6,Easy,Medium,0,Low≈High
2019,3,3-1,14,True,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,15,True,,2,10,7,Easy,Medium,0,Low≈High
2019,3,3-1,16,False,,5,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,17,False,,4,9,7,Easy,Medium,0,Low≈High
2019,3,3-1,18,False,,2,10,5,Easy,Medium,0,Low>High
2019,3,3-1,19,False,,3,11,8,Easy,Medium,0,Low≈High
2019,3,3-1,20,False,,3,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,21,False,,4,10,3,Easy,Hard,0,Low>High
2019,3,3-1,22,False,,4,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,23,False,,1,11,9,Easy,Easy,0,Low≈High
2019,3,3-1,24,False,,5,10,7,Easy,Medium,0,Low≈High
2019,3,3-1,25,False,,3,10,9,Easy,Easy,0,Low≈High
2019,3,3-1,26,False,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,27,False,,3,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,28,True,,4,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,29,True,,3,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,30,False,,5,9,4,Easy,Hard,0,Low>High
2019,3,3-1,31,False,,4,8,6,Medium,Medium,0,Low≈High
2019,3,3-1,32,False,,4,8,4,Medium,Hard,0,Low>High
2019,3,3-1,33,False,,5,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,34,True,,5,10,8,Easy,Medium,0,Low≈High
2019,3,3-1,35,True,,2,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,36,False,,2,11,9,Easy,Easy,0,Low≈High
2019,3,3-1,37,False,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,38,False,,4,7,5,Medium,Medium,0,Low≈High
2019,3,3-1,39,True,,1,9,9,Easy,Easy,0,Low≈High
2019,3,3-1,40,True,,1,10,10,Easy,Easy,0,Low≈High
2019,3,3-1,41,True,,1,11,6,Easy,Medium,0,Low>High
2019,3,3-1,42,True,,4,11,8,Easy,Medium,0,Low≈High
2019,3,3-1,43,False,,5,11,6,Easy,Medium,0,Low>High
2019,3,3-1,44,False,,5,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,45,False,,5,5,0,Medium,Hard,0,Low>High
2019,3,3-1,46,False,,4,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,47,False,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,48,False,,3,10,5,Easy,Medium,0,Low>High
2019,3,3-1,49,False,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,50,False,,1,11,5,Easy,Medium,0,Low>High
2019,3,3-1,51,False,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,52,True,,5,10,8,Easy,Medium,0,Low≈High
2019,3,3-1,53,True,,3,10,7,Easy,Medium,0,Low≈High
2019,3,3-1,54,False,,1,4,4,Hard,Hard,0,Low≈High
2019,3,3-1,55,False,,2,4,6,Hard,Medium,0,Low≈High
2019,3,3-1,56,False,,2,8,6,Medium,Medium,0,Low≈High
2019,3,3-1,57,False,,3,10,9,Easy,Easy,0,Low≈High
2019,3,3-1,58,False,,2,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,59,False,,5,11,6,Easy,Medium,0,Low>High
2019,3,3-1,60,True,,5,6,1,Medium,Hard,0,Low>High
2019,3,3-1,61,True,,4,7,2,Medium,Hard,0,Low>High
2019,3,3-1,62,False,,1,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,63,False,,1,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,64,False,,1,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,65,False,,5,10,9,Easy,Easy,0,Low≈High
2019,3,3-1,66,True,,1,11,11,Easy,Easy,0,Low≈High
2019,3,3-1,67,True,,3,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,68,False,,1,11,9,Easy,Easy,0,Low≈High
2019,3,3-1,69,False,,4,9,11,Easy,Easy,0,Low≈High
2019,3,3-1,70,False,,1,11,10,Easy,Easy,0,Low≈High
2019,3,3-1,71,False,,2,11,9,Easy,Easy,0,Low≈High
2019,3,3-1,72,False,,5,5,5,Medium,Medium,0,Low≈High
2019,3,3-1,73,True,,2,10,10,Easy,Easy,0,Low≈High
2019,3,3-1,74,True,,3,8,6,Medium,Medium,0,Low≈High
2019,3,3-1,75,False,,3,6,6,Medium,Medium,0,Low≈High
2019,3,3-1,76,False,,3,11,9,Easy,Easy,0,Low≈High
2019,3,3-1,77,False,,1,11,11,Easy,Easy,0,Low≈High
2019,4,3-2,1,False,,3,11,11,Easy,Easy,0,Low≈High
2019,4,3-2,2,False,,2,6,3,Medium,Hard,0,Low≈High
2019,4,3-2,3,False,,4,11,10,Easy,Easy,0,Low≈High
2019,4,3-2,4,True,,5,5,2,Medium,Hard,0,Low≈High
2019,4,3-2,5,True,,1,11,11,Easy,Easy,0,Low≈High
2019,4,3-2,6,False,,5,2,2,Hard,Hard,0,Low≈High
2019,4,3-2,7,False,,3,5,2,Medium,Hard,0,Low≈High
2019,4,3-2,8,False,,4,9,9,Easy,Easy,0,Low≈High
2019,4,3-2,9,False,,3,11,8,Easy,Medium,0,Low≈High
2019,4,3-2,10,False,,4,9,6,Easy,Medium,0,Low≈High
2019,4,3-2,11,True,,5,2,0,Hard,Hard,0,Low≈High
2019,4,3-2,12,True,,2,11,10,Easy,Easy,0,Low≈High
2019,4,3-2,13,False,,1,11,10,Easy,Easy,0,Low≈High
2019,4,3-2,14,False,,1,6,1,Medium,Hard,0,Low>High
2019,4,3-2,15,False,,4,4,4,Hard,Hard,0,Low≈High
2019,4,3-2,16,False,,5,6,3,Medium,Hard,0,Low≈High
2019,4,3-2,17,False,,1,9,6,Easy,Medium,0,Low≈High
2019,4,3-2,18,False,,4,9,11,Easy,Easy,0,Low≈High
2019,4,3-2,19,False,,5,6,6,Medium,Medium,0,Low≈High
2019,4,3-2,20,False,,5,11,9,Easy,Easy,0,Low≈High
2019,4,3-2,21,False,,2,8,2,Medium,Hard,0,Low>High
2019,4,3-2,22,False,,3,11,10,Easy,Easy,0,Low≈High
2019,4,3-2,23,False,,1,2,2,Hard,Hard,0,Low≈High
2019,4,3-2,24,False,<자료(비공개)>,2,0,0,Hard,Hard,1,Low≈High
2019,4,3-2,25,False,,5,8,7,Medium,Medium,0,Low≈High
2019,4,3-2,26,True,,5,9,6,Easy,Medium,0,Low≈High
2019,4,3-2,27,True,,3,9,6,Easy,Medium,0,Low≈High
2019,4,3-3,28,False,,4,11,10,Easy,Easy,0,Low≈High
2019,4,3-3,29,False,,5,0,1,Hard,Hard,0,Low≈High
2019,4,3-3,30,False,,1,10,11,Easy,Easy,0,Low≈High
2019,4,3-3,31,False,,3,3,2,Hard,Hard,0,Low≈High
2019,4,3-3,32,False,,3,8,5,Medium,Medium,0,Low≈High
2019,4,3-3,33,False,,4,1,1,Hard,Hard,0,Low≈High
2019,4,3-3,34,False,,2,9,5,Easy,Medium,0,Low>High
2019,4,3-3,35,False,,4,3,7,Hard,Medium,0,Low<High
2019,4,3-3,36,False,,3,1,5,Hard,Medium,0,Low<High
2019,4,3-3,37,False,,5,8,7,Medium,Medium,0,Low≈High
2019,4,3-3,38,False,,1,9,10,Easy,Easy,0,Low≈High
2019,4,3-3,39,False,,3,0,0,Hard,Hard,0,Low≈High
2019,4,3-3,40,False,,5,11,11,Easy,Easy,0,Low≈High
2019,4,3-3,41,False,,4,10,1,Easy,Hard,0,Low>High
2019,4,3-3,42,False,,3,11,11,Easy,Easy,0,Low≈High
2019,4,3-3,43,False,,1,11,10,Easy,Easy,0,Low≈High
2019,4,3-3,44,True,,4,3,4,Hard,Hard,0,Low≈High
2019,4,3-3,45,True,,5,11,6,Easy,Medium,0,Low>High
2019,4,3-4,46,False,,3,11,11,Easy,Easy,0,Low≈High
2019,4,3-4,47,False,,2,11,3,Easy,Hard,0,Low>High
2019,4,3-4,48,False,,4,11,8,Easy,Medium,0,Low≈High
2019,4,3-4,49,False,,4,0,1,Hard,Hard,0,Low≈High
2019,4,3-4,50,False,,3,11,4,Easy,Hard,0,Low>High
2019,4,3-4,51,False,,2,9,9,Easy,Easy,0,Low≈High
2019,4,3-4,52,False,,5,11,9,Easy,Easy,0,Low≈High
2019,4,3-4,53,False,,4,11,8,Easy,Medium,0,Low≈High
2019,4,3-4,54,False,,4,9,10,Easy,Easy,0,Low≈High
2019,4,3-4,55,False,,2,11,11,Easy,Easy,0,Low≈High
2019,4,3-4,56,False,,2,8,3,Medium,Hard,0,Low>High
2019,4,3-4,57,False,,5,11,11,Easy,Easy,0,Low≈High
2019,4,3-4,58,False,,5,6,2,Medium,Hard,0,Low>High
2019,4,3-4,59,False,,5,3,1,Hard,Hard,0,Low≈High
2019,4,3-4,60,False,,3,10,4,Easy,Hard,0,Low>High
2019,4,3-4,61,False,,4,10,10,Easy,Easy,0,Low≈High
2019,4,3-4,62,True,,4,4,4,Hard,Hard,0,Low≈High
2019,4,3-4,63,True,<자료(비공개)>,1,0,1,Hard,Hard,1,Low≈High
2019,4,4-1,64,False,,1,0,0,Hard,Hard,0,Low≈High
2019,4,4-1,65,False,,3,5,3,Medium,Hard,0,Low≈High
2019,4,4-1,66,False,,3,11,9,Easy,Easy,0,Low≈High
2019,4,4-1,67,False,,4,3,2,Hard,Hard,0,Low≈High
2019,4,4-1,68,False,,4,6,3,Medium,Hard,0,Low≈High
2019,4,4-1,69,False,,5,3,3,Hard,Hard,0,Low≈High
2019,4,4-1,70,False,,5,1,0,Hard,Hard,0,Low≈High
2019,4,4-1,71,False,,2,2,2,Hard,Hard,0,Low≈High
2019,4,4-1,72,False,,5,4,2,Hard,Hard,0,Low≈High
2019,4,4-1,73,False,,5,4,2,Hard,Hard,0,Low≈High
2019,4,4-1,74,False,,4,8,9,Medium,Easy,0,Low≈High
2019,4,4-1,75,False,,2,3,3,Hard,Hard,0,Low≈High
2019,4,4-1,76,False,,3,11,10,Easy,Easy,0,Low≈High
2019,4,4-1,77,False,,2,1,6,Hard,Medium,0,Low<High
2019,4,4-1,78,False,,5,11,9,Easy,Easy,0,Low≈High
2019,4,4-1,79,False,,3,10,10,Easy,Easy,0,Low≈High
2019,4,4-1,80,False,,2,9,3,Easy,Hard,0,Low>High
2019,4,4-1,81,False,,4,11,7,Easy,Medium,0,Low>High
2019,4,4-1,82,False,,4,11,9,Easy,Easy,0,Low≈High
2019,4,4-1,83,False,,4,4,3,Hard,Hard,0,Low≈High
2020,1,1-1,1,False,,2,11,10,Easy,Easy,0,Low≈High
2020,1,1-1,2,False,,4,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,3,False,,1,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,4,False,,4,11,10,Easy,Easy,0,Low≈High
2020,1,1-1,5,False,,5,11,8,Easy,Medium,0,Low≈High
2020,1,1-1,6,False,,2,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,7,False,,5,11,9,Easy,Easy,0,Low≈High
2020,1,1-1,8,False,,4,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,9,False,,1,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,10,False,,5,0,0,Hard,Hard,0,Low≈High
2020,1,1-1,11,False,,5,11,9,Easy,Easy,0,Low≈High
2020,1,1-1,12,False,,2,11,9,Easy,Easy,0,Low≈High
2020,1,1-1,13,False,,2,11,9,Easy,Easy,0,Low≈High
2020,1,1-1,14,False,,4,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,15,False,<자료(비공개)>,2,1,3,Hard,Hard,1,Low≈High
2020,1,1-1,16,False,,5,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,17,False,,5,11,11,Easy,Easy,0,Low≈High
2020,1,1-1,18,False,,3,10,8,Easy,Medium,0,Low≈High
2020,1,1-1,19,True,<자료(비공개)>,4,1,3,Hard,Hard,1,Low≈High
2020,1,1-1,20,True,<자료(비공개)>,5,0,0,Hard,Hard,1,Low≈High
2020,1,1-2,21,False,,3,11,11,Easy,Easy,0,Low≈High
2020,1,1-2,22,False,,1,11,11,Easy,Easy,0,Low≈High
2020,1,1-2,23,False,,3,11,11,Easy,Easy,0,Low≈High
2020,1,1-2,24,False,,5,9,9,Easy,Easy,0,Low≈High
2020,1,1-2,25,False,,4,11,11,Easy,Easy,0,Low≈High
2020,1,1-2,26,False,,4,10,9,Easy,Easy,0,Low≈High
2020,1,1-2,27,False,,2,11,9,Easy,Easy,0,Low≈High
2020,1,1-2,28,False,,2,11,10,Easy,Easy,0,Low≈High
2020,1,1-2,29,False,,5,10,9,Easy,Easy,0,Low≈High
2020,1,1-2,30,False,,4,11,10,Easy,Easy,0,Low≈High
2020,1,1-2,31,False,,5,11,9,Easy,Easy,0,Low≈High
2020,1,1-2,32,False,,5,10,7,Easy,Medium,0,Low≈High
